0,0,0
29.5,100,40
29.5,100,40
29.5,100,40
29.5,100,40
29.5,100,40
29.5,100,40
30.0,100.0,40
30.25,97.5,40
30.5,95.0,40
31.0,90.0,40
31.5,85.0,40
32.25,77.5,40
32.75,72.5,40
33.5,65.0,40
34.25,57.5,40
35.25,47.5,40
35.75,42.5,40
36.5,35.0,40
37.5,25.0,40
38.0,20.0,40
38.75,12.5,40
39.5,5.0,40
40.25,0,40
40.75,0,40
41.25,0,40
42.0,0,40
42.5,0,40
43.0,0,40
43.25,0,40
43.75,0,40
44.0,0,40
44.25,0,40
44.5,0,40
44.75,0,40
45.0,0,40
45.25,0,40
45.25,0,40
45.25,0,40
45.25,0,40
45.25,0,40
45.25,0,40
45.5,0,40
45.5,0,40
45.5,0,40
45.5,0,40
45.75,0,40
45.75,0,40
46.0,0,40
46.0,0,40
46.0,0,40
46.0,0,40
46.25,0,40
46.0,0,40
46.0,0,40
46.0,0,40
46.0,0,40
46.0,0,40
46.0,0,40
46.0,0,40
46.0,0,40
46.0,0,40
46.0,0,40
46.0,0,40
46.0,0,40
46.0,0,40
46.0,0,40
46.0,0,40
46.0,0,40
46.0,0,40
46.0,0,40
46.0,0,40
46.0,0,40
46.25,0,40
46.0,0,40
46.0,0,40
46.0,0,40
46.0,0,40
46.0,0,40
46.0,0,40
46.0,0,40
46.0,0,40
46.0,0,40
46.0,0,40
46.0,0,40
46.0,0,40
45.75,0,40
45.75,0,40
46.0,0,40
45.75,0,40
45.75,0,40
45.75,0,40
45.5,0,40
45.5,0,40
45.5,0,40
45.5,0,40
45.5,0,40
45.25,0,40
45.25,0,40
45.25,0,40
45.25,0,40
45.0,0,40
45.25,0,40
45.0,0,40
45.0,0,40
44.75,0,40
44.75,0,40
44.75,0,40
44.75,0,40
44.75,0,40
44.75,0,40
44.75,0,40
44.75,0,40
44.75,0,40
44.75,0,40
44.75,0,40
44.5,0,40
44.5,0,40
44.5,0,40
44.5,0,40
44.25,0,40
44.5,0,40
44.25,0,40
44.5,0,40
44.5,0,40
44.5,0,40
44.25,0,40
44.25,0,40
44.25,0,40
44.25,0,40
44.0,0,40
44.0,0,40
44.0,0,40
44.0,0,40
44.0,0,40
44.0,0,40
44.0,0,40
44.0,0,40
43.75,0,40
43.75,0,40
43.75,0,40
43.75,0,40
43.75,0,40
43.75,0,40
43.75,0,40
43.75,0,40
43.75,0,40
43.5,0,40
43.5,0,40
43.25,0,40
43.25,0,40
43.0,0,40
42.75,0,40
42.75,0,40
42.75,0,40
42.5,0,40
42.25,0,40
42.25,0,40
42.25,0,40
42.25,0,40
42.25,0,40
42.25,0,40
42.25,0,40
42.25,0,40
42.25,0,40
42.0,0,40
42.0,0,40
42.0,0,40
42.0,0,40
42.0,0,40
42.0,0,40
42.0,0,40
