0,0,0
29.5,1.98,30
29.5,3.06,30
29.5,4.140000000000001,30
29.5,5.220000000000001,30
29.5,6.300000000000001,30
29.5,7.380000000000001,30
29.5,8.46,30
29.5,9.540000000000001,30
29.5,10.620000000000001,30
29.25,12.69,30
29.5,13.32,30
29.5,14.4,30
29.5,15.48,30
29.5,16.56,30
29.25,18.630000000000003,30
29.25,20.250000000000004,30
29.25,21.870000000000005,30
29.25,23.490000000000006,30
29.0,26.100000000000005,30
29.0,28.260000000000005,30
29.0,30.420000000000005,30
29.25,31.590000000000007,30
29.0,34.2,30
29.0,36.36,30
29.0,38.519999999999996,30
29.0,40.67999999999999,30
29.0,42.83999999999999,30
29.0,44.999999999999986,30
29.0,47.15999999999998,30
29.0,49.31999999999998,30
29.0,51.479999999999976,30
28.75,54.62999999999998,30
29.0,56.339999999999975,30
29.0,58.49999999999997,30
29.0,60.65999999999997,30
28.75,63.809999999999974,30
29.0,65.51999999999997,30
28.75,68.66999999999997,30
